CV-structure	S4_%ULT_Ty	S4_%PULT_Ty	S4_%APULT_Ty	S4_%PAPULT_Ty	S4_nULT_Ty	S4_nPULT_Ty	S4_nAPULT_Ty	S4_nPAPULT_Ty
CCVCCVCVV	0	73.80952381	26.19047619	0	0	31	11	0
CCVCCVCVVCCCV	0	100	0	0	0	1	0	0
CCVCCVCVVCCV	0	100	0	0	0	9	0	0
CCVCCVCVVCV	0	100	0	0	0	43	0	0
CCVCCVCVVV	0	100	0	0	0	2	0	0
CCVCCVVCCV	0	100	0	0	0	5	0	0
CCVCCVVCCVCCV	0	87.5	12.5	0	0	7	1	0
CCVCCVVCCVCV	0	24.13793103	75.86206897	0	0	7	22	0
CCVCCVVCCVV	0	100	0	0	0	3	0	0
CCVCCVVCCVVCV	0	0	100	0	0	0	1	0
CCVCCVVCV	0	90.90909091	9.090909091	0	0	10	1	0
CCVCCVVCVCCV	0	96.875	3.125	0	0	31	1	0
CCVCCVVCVCV	0	63.63636364	36.36363636	0	0	56	32	0
CCVCCVVCVCVV	0	100	0	0	0	3	0	0
CCVCCVVCVV	0	100	0	0	0	6	0	0
CCVCCVVCVVV	0	100	0	0	0	3	0	0
CCVCCVVVCV	0	0	100	0	0	0	4	0
CCVCCAVCVCV	0	0	100	0	0	0	1	0
CCVCVCCCVCCV	0	100	0	0	0	4	0	0
CCVCVCCCVCV	0	100	0	0	0	12	0	0
CCVCVCCCVVCCV	0	100	0	0	0	2	0	0
CCVCVCCCVVCV	0	86.95652174	13.04347826	0	0	20	3	0
CCVCVCCVCC	0	0	100	0	0	0	1	0
CCVCVCCVCCCV	0	66.66666667	33.33333333	0	0	6	3	0
CCVCVCCVCCV	0	87.13450292	12.86549708	0	0	149	22	0
CCVCVCCVCCVV	0	100	0	0	0	2	0	0
CCVCVCCVCV	0	65.63981043	34.12322275	0.236966825	0	277	144	1
CCVCVCCVCVV	0	100	0	0	0	8	0	0
CCVCVCCVV	0	84.61538462	15.38461538	0	0	11	2	0
CCVCVCCVVCCV	0	100	0	0	0	27	0	0
CCVCVCCVVCV	0	91.89189189	7.207207207	0.900900901	0	102	8	1
CCVCVCVCCCV	0	100	0	0	0	5	0	0
CCVCVCVCCCVV	0	100	0	0	0	1	0	0
CCVCVCVCCV	0	95.10869565	4.891304348	0	0	350	18	0
CCVCVCVCCVV	0	100	0	0	0	8	0	0
CCVCVCVCV	0.142653352	68.90156919	29.24393723	1.711840228	1	483	205	12
CCVCVCVCVV	0	100	0	0	0	31	0	0
CCVCVCVV	0	82.60869565	17.39130435	0	0	38	8	0
CCVCVCVVCCV	0	100	0	0	0	12	0	0
CCVCVCVVCV	0	96.03960396	3.96039604	0	0	97	4	0
CCVCVCVVV	0	100	0	0	0	2	0	0
CCVCVCVVVCV	0	100	0	0	0	1	0	0
CCVCVVCCCVVCCV	0	100	0	0	0	1	0	0
CCVCVVCCCVVCV	0	100	0	0	0	5	0	0
CCVCVVCCV	0	80	20	0	0	4	1	0
CCVCVVCCVCCV	0	100	0	0	0	18	0	0
CCVCVVCCVCV	0	75	25	0	0	15	5	0
CCVCVVCCVV	0	100	0	0	0	1	0	0
CCVCVVCCVVCV	0	100	0	0	0	1	0	0
CCVCVVCV	0	66.66666667	33.33333333	0	0	22	11	0
CCVCVVCVCCV	0	79.16666667	20.83333333	0	0	19	5	0
CCVCVVCVCV	0	67.9245283	30.18867925	1.886792453	0	36	16	1
CCVCVVCVCVV	0	100	0	0	0	5	0	0
CCVCVVCVV	0	100	0	0	0	8	0	0
CCVCVVCVVCV	0	100	0	0	0	13	0	0
CCVCVVVCV	0	100	0	0	0	1	0	0
CCVVCCCVCVCV	0	100	0	0	0	2	0	0
CCVVCCCVVCVCCV	0	100	0	0	0	3	0	0
CCVVCCCVVCVCCVV	0	100	0	0	0	1	0	0
CCVVCCCVVCVCV	0	88.88888889	0	11.11111111	0	8	0	1
CCVVCCCVVCVV	0	100	0	0	0	1	0	0
CCVVCCVCCV	0	83.33333333	16.66666667	0	0	5	1	0
CCVVCCVCCVCV	0	50	50	0	0	4	4	0
CCVVCCVCCVV	0	100	0	0	0	3	0	0
CCVVCCVCCVVCV	0	100	0	0	0	2	0	0
CCVVCCVCV	0	52.17391304	47.82608696	0	0	24	22	0
CCVVCCVCVCCV	0	90.90909091	9.090909091	0	0	10	1	0
CCVVCCVCVCCVV	0	100	0	0	0	1	0	0
CCVVCCVCVCV	0	63.15789474	36.84210526	0	0	12	7	0
CCVVCCVCVV	0	100	0	0	0	4	0	0
CCVVCCVVCCVCV	0	0	100	0	0	0	3	0
CCVVCCVVCVCCV	0	100	0	0	0	2	0	0
CCVVCCVVCVCV	0	22.22222222	77.77777778	0	0	2	7	0
CCVVCCVVVCV	0	100	0	0	0	1	0	0
CCVVCVCCCVVCV	0	0	66.66666667	33.33333333	0	0	2	1
CCVVCVCCV	0	90.90909091	9.090909091	0	0	10	1	0
CCVVCVCCVCCV	0	63.63636364	36.36363636	0	0	7	4	0
CCVVCVCCVCCVV	0	100	0	0	0	1	0	0
CCVVCVCCVCV	0	18.60465116	72.09302326	9.302325581	0	8	31	4
CCVVCVCCVV	0	100	0	0	0	2	0	0
CCVVCVCCVVCCV	0	100	0	0	0	1	0	0
CCVVCVCCVVCV	0	100	0	0	0	1	0	0
CCVVCVCV	0	67.39130435	30.43478261	2.173913043	0	31	14	1
CCVVCVCVCCV	0	90.625	9.375	0	0	29	3	0
CCVVCVCVCV	0	32.30769231	66.15384615	1.538461538	0	21	43	1
CCVVCVCVV	0	100	0	0	0	3	0	0
CCVVCVCVVCV	0	100	0	0	0	2	0	0
CCVVCVCVVV	0	100	0	0	0	2	0	0
CCVVCVVCV	0	100	0	0	0	4	0	0
CCVVCVVCVCV	0	0	100	0	0	0	4	0
CCVVVCCVCCV	0	100	0	0	0	1	0	0
CCVVVCCVCV	0	64.28571429	35.71428571	0	0	9	5	0
CCVVVCCVCVV	0	100	0	0	0	2	0	0
CCVVVCCVVCV	0	100	0	0	0	1	0	0
CCVVVCVCV	0	100	0	0	0	1	0	0
CCVVVCVV	0	100	0	0	0	1	0	0
CCVVVCVVCV	0	100	0	0	0	2	0	0
CVCCCCVCCV	0	100	0	0	0	1	0	0
CVCCCCVCV	0	0	100	0	0	0	1	0
CVCCCCVCVCCV	0	100	0	0	0	1	0	0
CVCCCCVCVVCV	0	100	0	0	0	1	0	0
CVCCCVCCCVCV	0	100	0	0	0	3	0	0
CVCCCVCCV	0	100	0	0	0	1	0	0
CVCCCVCCVCCCV	0	100	0	0	0	1	0	0
CVCCCVCCVCCV	0	80.46875	19.53125	0	0	103	25	0
CVCCCVCCVCCVV	0	100	0	0	0	1	0	0
CVCCCVCCVCV	0	72.51184834	27.01421801	0.473933649	0	153	57	1
CVCCCVCCVCVV	0	100	0	0	0	2	0	0
CVCCCVCCVV	0	100	0	0	0	3	0	0
CVCCCVCCVVCCV	0	100	0	0	0	13	0	0
CVCCCVCCVVCV	0	97.43589744	2.564102564	0	0	38	1	0
CVCCCVCV	0	100	0	0	0	1	0	0
CVCCCVCVCCCV	0	100	0	0	0	1	0	0
CVCCCVCVCCV	0	92.02898551	7.971014493	0	0	127	11	0
CVCCCVCVCCVV	0	100	0	0	0	7	0	0
CVCCCVCVCV	0	69.51871658	28.34224599	2.139037433	0	130	53	4
CVCCCVCVCVV	0	75	25	0	0	6	2	0
CVCCCVCVV	0	100	0	0	0	15	0	0
CVCCCVCVVCCV	0	100	0	0	0	7	0	0
CVCCCVCVVCV	0	96.61016949	3.389830508	0	0	57	2	0
CVCCCVCVVV	0	100	0	0	0	1	0	0
CVCCCVVCCV	0	100	0	0	0	25	0	0
CVCCCVVCCVCCV	0	100	0	0	0	4	0	0
CVCCCVVCCVCV	0	54.54545455	45.45454545	0	0	6	5	0
CVCCCVVCCVV	0	100	0	0	0	2	0	0
CVCCCVVCV	0	88.88888889	11.11111111	0	0	24	3	0
CVCCCVVCVCCCV	0	0	100	0	0	0	1	0
CVCCCVVCVCCV	0	66.66666667	33.33333333	0	0	14	7	0
CVCCCVVCVCV	0	42.42424242	57.57575758	0	0	14	19	0
CVCCCVVCVV	0	100	0	0	0	4	0	0
CVCCCVVCVVV	0	100	0	0	0	1	0	0
CVCCCVVVCCV	0	100	0	0	0	1	0	0
CVCCCVVVCV	0	100	0	0	0	4	0	0
CVCCCVVVVCV	0	100	0	0	0	3	0	0
CVCCVCCCVCCV	0	96.66666667	3.333333333	0	0	29	1	0
CVCCVCCCVCV	0	76.36363636	23.63636364	0	0	42	13	0
CVCCVCCCVCVV	0	100	0	0	0	1	0	0
CVCCVCCCVV	0	100	0	0	0	3	0	0
CVCCVCCCVVCCV	0	100	0	0	0	7	0	0
CVCCVCCCVVCV	0	80	20	0	0	36	9	0
CVCCVCCVCCCV	0	75	25	0	0	9	3	0
CVCCVCCVCCCVV	0	100	0	0	0	2	0	0
CVCCVCCVCCV	0	83.33333333	16.66666667	0	0	565	113	0
CVCCVCCVCCVV	0	100	0	0	0	14	0	0
CVCCVCCVCV	0	67.36196319	32.20858896	0.429447853	0	1098	525	7
CVCCVCCVCVV	0	100	0	0	0	26	0	0
CVCCVCCVV	0	94.11764706	5.882352941	0	0	48	3	0
CVCCVCCVVCCCV	0	100	0	0	0	3	0	0
CVCCVCCVVCCV	0	87.5	12.5	0	0	105	15	0
CVCCVCCVVCCVV	0	100	0	0	0	1	0	0
CVCCVCCVVCV	0	91.89765458	8.102345416	0	0	431	38	0
CVCCVCCVVV	0	100	0	0	0	7	0	0
CVCCVCCVVVCV	0	100	0	0	0	2	0	0
CVCCVCVCC	0	0	100	0	0	0	1	0
CVCCVCVCCCV	0	93.33333333	6.666666667	0	0	28	2	0
CVCCVCVCCCVV	0	100	0	0	0	5	0	0
CVCCVCVCCV	0	95.07603186	4.923968139	0	0	1313	68	0
CVCCVCVCCVCC	0	100	0	0	0	1	0	0
CVCCVCVCCVV	0	100	0	0	0	46	0	0
CVCCVCVCV	0	72.06398751	26.72649239	1.209520094	0	1847	685	31
CVCCVCVCVV	0	100	0	0	0	81	0	0
CVCCVCVCVVV	0	100	0	0	0	1	0	0
CVCCVCVV	0	82.14285714	17.85714286	0	0	161	35	0
CVCCVCVVCCCV	0	100	0	0	0	3	0	0
CVCCVCVVCCV	0	100	0	0	0	42	0	0
CVCCVCVVCCVV	0	100	0	0	0	4	0	0
CVCCVCVVCV	0	97.77777778	2.222222222	0	0	352	8	0
CVCCVCVVCVV	0	100	0	0	0	5	0	0
CVCCVCVVV	0	100	0	0	0	25	0	0
CVCCVCVVVCV	0	100	0	0	0	2	0	0
CVCCVCVVVV	0	100	0	0	0	1	0	0
CVCCVVCCCV	0	100	0	0	0	2	0	0
CVCCVVCCCVVCV	0	0	100	0	0	0	3	0
CVCCVVCCV	0	88	12	0	0	22	3	0
CVCCVVCCVCCCV	0	100	0	0	0	1	0	0
CVCCVVCCVCCV	0	70.83333333	29.16666667	0	0	34	14	0
CVCCVVCCVCCVV	0	100	0	0	0	2	0	0
CVCCVVCCVCV	0	49.10714286	50.89285714	0	0	55	57	0
CVCCVVCCVCVV	0	100	0	0	0	1	0	0
CVCCVVCCVV	0	100	0	0	0	3	0	0
CVCCVVCCVVCCV	0	0	100	0	0	0	1	0
CVCCVVCCVVCV	0	89.47368421	10.52631579	0	0	17	2	0
CVCCVVCCVVV	0	100	0	0	0	1	0	0
CVCCVVCV	0	80.50847458	19.49152542	0	0	95	23	0
CVCCVVCVCC	0	0	100	0	0	0	1	0
CVCCVVCVCCCV	0	100	0	0	0	1	0	0
CVCCVVCVCCV	0	92.25352113	7.746478873	0	0	131	11	0
CVCCVVCVCV	0	67.10526316	32.56578947	0.328947368	0	204	99	1
CVCCVVCVCVV	0	100	0	0	0	9	0	0
CVCCVVCVV	0	93.75	6.25	0	0	15	1	0
CVCCVVCVVCCV	0	100	0	0	0	3	0	0
CVCCVVCVVCV	0	100	0	0	0	16	0	0
CVCCVVCVVV	0	100	0	0	0	4	0	0
CVCCVVV	0	100	0	0	0	1	0	0
CVCCVVVCV	0	95.23809524	4.761904762	0	0	20	1	0
CVCCVVVVCV	0	100	0	0	0	4	0	0
CVCCSCVCV	0	0	100	0	0	0	2	0
CVCCAVCCCVCVV	0	100	0	0	0	1	0	0
CVCCAVCCCVV	0	100	0	0	0	1	0	0
CVCCAVCCVCCV	0	100	0	0	0	2	0	0
CVCCAVCCVCV	0	25	75	0	0	1	3	0
CVCCAVCCVCVV	0	100	0	0	0	2	0	0
CVCCAVCCVV	0	100	0	0	0	1	0	0
CVCCAVCVCCV	0	100	0	0	0	1	0	0
CVCCAVCVCV	0	50	50	0	0	2	2	0
CVCCAVCVCVV	0	100	0	0	0	1	0	0
CVCCAVCVV	0	100	0	0	0	1	0	0
CVCCAVVCV	0	100	0	0	0	1	0	0
CVCCAVVCVCVV	0	100	0	0	0	2	0	0
CVCVCCCCVCV	0	100	0	0	0	1	0	0
CVCVCCCVCCCV	0	100	0	0	0	3	0	0
CVCVCCCVCCV	0	90.69767442	9.302325581	0	0	39	4	0
CVCVCCCVCV	0.892857143	72.32142857	26.78571429	0	1	81	30	0
CVCVCCCVCVV	0	100	0	0	0	1	0	0
CVCVCCCVV	0	100	0	0	0	5	0	0
CVCVCCCVVCCV	0	100	0	0	0	8	0	0
CVCVCCCVVCV	0	91.66666667	8.333333333	0	0	33	3	0
CVCVCCVCCCV	0	88	12	0	0	22	3	0
CVCVCCVCCCVV	0	100	0	0	0	1	0	0
CVCVCCVCCV	0	88.17518248	11.82481752	0	0	604	81	0
CVCVCCVCCVV	0	100	0	0	0	19	0	0
CVCVCCVCV	0.182592818	66.64637858	32.7449787	0.426049909	3	1095	538	7
CVCVCCVCVCC	0	100	0	0	0	1	0	0
CVCVCCVCVV	0	100	0	0	0	48	0	0
CVCVCCVV	0	100	0	0	0	58	0	0
CVCVCCVVCCV	0	100	0	0	0	75	0	0
CVCVCCVVCCVV	0	100	0	0	0	1	0	0
CVCVCCVVCV	0	92.81914894	7.180851064	0	0	349	27	0
CVCVCCVVCVV	0	100	0	0	0	3	0	0
CVCVCCVVV	0	77.77777778	22.22222222	0	0	14	4	0
CVCVCCVVVV	0	100	0	0	0	1	0	0
CVCVCVCC	0	0	100	0	0	0	1	0
CVCVCVCCCV	0	97.2972973	2.702702703	0	0	36	1	0
CVCVCVCCCVV	0	100	0	0	0	9	0	0
CVCVCVCCV	0	92.85176825	7.148231753	0	0	1234	95	0
CVCVCVCCVCC	0	100	0	0	0	1	0	0
CVCVCVCCVV	0	100	0	0	0	57	0	0
CVCVCVCV	0.041169205	72.99300124	25.56607657	1.399752985	1	1773	621	34
CVCVCVCVCC	0	100	0	0	0	1	0	0
CVCVCVCVV	0	100	0	0	0	119	0	0
CVCVCVCVVV	0	100	0	0	0	2	0	0
CVCVCVV	0	82.71604938	17.28395062	0	0	134	28	0
CVCVCVVCCCV	0	100	0	0	0	4	0	0
CVCVCVVCCV	0	100	0	0	0	37	0	0
CVCVCVVCV	0	98.96103896	1.038961039	0	0	381	4	0
CVCVCVVCVV	0	100	0	0	0	3	0	0
CVCVCVVV	0	100	0	0	0	14	0	0
CVCVCVVVCVV	0	100	0	0	0	1	0	0
CVCVVCCCV	0	100	0	0	0	4	0	0
CVCVVCCCVCCV	0	100	0	0	0	2	0	0
CVCVVCCCVCV	0	83.33333333	16.66666667	0	0	5	1	0
CVCVVCCV	0	93.61702128	6.382978723	0	0	44	3	0
CVCVVCCVCCV	0	92.30769231	7.692307692	0	0	12	1	0
CVCVVCCVCV	0	56.8627451	43.1372549	0	0	29	22	0
CVCVVCCVCVV	0	100	0	0	0	3	0	0
CVCVVCCVV	0	100	0	0	0	4	0	0
CVCVVCCVVCCV	0	100	0	0	0	1	0	0
CVCVVCCVVCV	0	100	0	0	0	2	0	0
CVCVVCV	0	83.92857143	16.07142857	0	0	94	18	0
CVCVVCVCCCV	0	100	0	0	0	2	0	0
CVCVVCVCCV	0	92.06349206	7.936507937	0	0	58	5	0
CVCVVCVCCVV	0	100	0	0	0	1	0	0
CVCVVCVCV	0	71.27071823	27.62430939	1.104972376	0	129	50	2
CVCVVCVCVV	0	100	0	0	0	14	0	0
CVCVVCVV	0	70	30	0	0	7	3	0
CVCVVCVVCCV	0	100	0	0	0	1	0	0
CVCVVCVVCV	0	100	0	0	0	22	0	0
CVCVVV	0	100	0	0	0	2	0	0
CVCVVVCCV	0	100	0	0	0	2	0	0
CVCVVVCV	0	100	0	0	0	14	0	0
CVCVVVCVCV	0	0	100	0	0	0	1	0
CVCSCCVCV	0	0	100	0	0	0	1	0
CVCSCVCV	0	0	100	0	0	0	1	0
CVVCCCVCCV	0	88.88888889	11.11111111	0	0	8	1	0
CVVCCCVCCVCCV	0	100	0	0	0	2	0	0
CVVCCCVCCVCV	0	100	0	0	0	2	0	0
CVVCCCVCCVV	0	100	0	0	0	2	0	0
CVVCCCVCCVVCV	0	83.33333333	16.66666667	0	0	5	1	0
CVVCCCVCV	0	86.66666667	13.33333333	0	0	13	2	0
CVVCCCVCVCCV	0	100	0	0	0	2	0	0
CVVCCCVCVCCVV	0	100	0	0	0	1	0	0
CVVCCCVCVCV	0	71.42857143	28.57142857	0	0	5	2	0
CVVCCCVCVV	0	100	0	0	0	1	0	0
CVVCCCVCVVCV	0	100	0	0	0	1	0	0
CVVCCCVV	0	100	0	0	0	2	0	0
CVVCCCVVCCVCCV	0	100	0	0	0	2	0	0
CVVCCCVVCV	0	100	0	0	0	1	0	0
CVVCCVCCCVCCV	0	100	0	0	0	1	0	0
CVVCCVCCV	0	91.37931034	8.620689655	0	0	53	5	0
CVVCCVCCVCCV	0	90	10	0	0	18	2	0
CVVCCVCCVCV	0	24.24242424	75.75757576	0	0	8	25	0
CVVCCVCCVCVV	0	100	0	0	0	1	0	0
CVVCCVCCVV	0	100	0	0	0	5	0	0
CVVCCVCCVVCCV	0	100	0	0	0	2	0	0
CVVCCVCCVVCV	0	100	0	0	0	11	0	0
CVVCCVCV	0	75	25	0	0	60	20	0
CVVCCVCVCCCV	0	100	0	0	0	1	0	0
CVVCCVCVCCV	0	95.52238806	4.47761194	0	0	64	3	0
CVVCCVCVCCVV	0	100	0	0	0	10	0	0
CVVCCVCVCV	0	62.3853211	36.69724771	0.917431193	0	68	40	1
CVVCCVCVV	0	100	0	0	0	11	0	0
CVVCCVCVVCCV	0	100	0	0	0	1	0	0
CVVCCVCVVCV	0	100	0	0	0	23	0	0
CVVCCVCVVV	0	100	0	0	0	2	0	0
CVVCCVV	0	100	0	0	0	3	0	0
CVVCCVVCCV	0	100	0	0	0	11	0	0
CVVCCVVCCVCV	0	100	0	0	0	6	0	0
CVVCCVVCCVCVV	0	100	0	0	0	1	0	0
CVVCCVVCCVV	0	100	0	0	0	1	0	0
CVVCCVVCV	0	69.23076923	30.76923077	0	0	18	8	0
CVVCCVVCVCCV	0	100	0	0	0	3	0	0
CVVCCVVCVCCVV	0	100	0	0	0	1	0	0
CVVCCVVCVCV	0	50	50	0	0	2	2	0
CVVCCVVCVCVV	0	100	0	0	0	1	0	0
CVVCCVVV	0	100	0	0	0	1	0	0
CVVCCVVVCV	0	100	0	0	0	2	0	0
CVVCCAVCCVCCV	0	100	0	0	0	1	0	0
CVVCVCCCVCV	0	66.66666667	33.33333333	0	0	2	1	0
CVVCVCCCVV	0	100	0	0	0	2	0	0
CVVCVCCV	1.204819277	91.56626506	7.228915663	0	1	76	6	0
CVVCVCCVCCCV	0	100	0	0	0	1	0	0
CVVCVCCVCCV	0	97.14285714	2.857142857	0	0	34	1	0
CVVCVCCVCCVV	0	100	0	0	0	1	0	0
CVVCVCCVCV	0	60.63829787	38.29787234	1.063829787	0	57	36	1
CVVCVCCVCVV	0	100	0	0	0	2	0	0
CVVCVCCVV	0	100	0	0	0	4	0	0
CVVCVCCVVCCCV	0	100	0	0	0	1	0	0
CVVCVCCVVCCV	0	100	0	0	0	4	0	0
CVVCVCCVVCV	0	88.88888889	11.11111111	0	0	8	1	0
CVVCVCV	0	63.55140187	36.44859813	0	0	68	39	0
CVVCVCVCCCV	0	100	0	0	0	1	0	0
CVVCVCVCCV	0	90	10	0	0	90	10	0
CVVCVCVCCVV	0	100	0	0	0	3	0	0
CVVCVCVCV	0.588235294	51.76470588	46.47058824	1.176470588	1	88	79	2
CVVCVCVCVV	0	100	0	0	0	3	0	0
CVVCVCVV	0	81.25	18.75	0	0	13	3	0
CVVCVCVVCCV	0	100	0	0	0	1	0	0
CVVCVCVVCV	0	100	0	0	0	19	0	0
CVVCVCVVCVV	0	100	0	0	0	3	0	0
CVVCVV	0	100	0	0	0	8	0	0
CVVCVVCCV	0	100	0	0	0	9	0	0
CVVCVVCV	0	82.35294118	17.64705882	0	0	14	3	0
CVVCVVCVCV	0	75	25	0	0	3	1	0
CVVCVVCVV	0	100	0	0	0	1	0	0
CVVCVVV	0	100	0	0	0	1	0	0
CVVCVVVCV	0	100	0	0	0	1	0	0
CVVVCCCVCV	0	100	0	0	0	1	0	0
CVVVCCV	0	100	0	0	0	6	0	0
CVVVCCVCV	0	50	50	0	0	4	4	0
CVVVCV	0	50	50	0	0	1	1	0
CVVVCVCCV	0	83.33333333	16.66666667	0	0	5	1	0
CVVVCVCV	0	78.57142857	21.42857143	0	0	11	3	0
CVVVCVCVCCV	0	100	0	0	0	1	0	0
CVVVCVVCV	0	100	0	0	0	1	0	0
CVVVVCCVVCV	0	100	0	0	0	2	0	0
CVVVVCVCV	0	0	100	0	0	0	1	0
CSCVCCVCV	0	0	100	0	0	0	1	0
CSCVCVCV	0	0	100	0	0	0	1	0
CSCSCVCV	0	100	0	0	0	2	0	0
CAVCCCVCCVCV	0	100	0	0	0	1	0	0
CAVCCCVCVCCV	0	100	0	0	0	1	0	0
CAVCCCVCVCV	0	0	100	0	0	0	1	0
CAVCCCVCVVCV	0	100	0	0	0	1	0	0
CAVCCCVVVCV	0	100	0	0	0	1	0	0
CAVCCVCCVCV	0	66.66666667	33.33333333	0	0	2	1	0
CAVCCVCVCCV	0	100	0	0	0	3	0	0
CAVCCVCVCV	0	80	20	0	0	4	1	0
CAVCCVCVVCV	0	100	0	0	0	2	0	0
CAVCVCCVCCCV	0	100	0	0	0	1	0	0
CAVCVCCVCCV	0	100	0	0	0	1	0	0
CAVCVCCVCV	0	66.66666667	33.33333333	0	0	2	1	0
CAVCVCVCCV	0	100	0	0	0	1	0	0
CAVCVCVCV	0	100	0	0	0	2	0	0
CAVCVCVVCV	0	100	0	0	0	1	0	0
