3lett	%ULT_Tk	%PULT_Tk	%APULT_Tk	%PAPULT_Tk	nULT_Tk	nPULT_Tk	nAPULT_Tk	nPAPULT_Tk
bre	0	96.59090909	3.409090909	0	0	85	3	0
bri	2.803738318	58.87850467	38.31775701	0	3	63	41	0
bro	10.20408163	73.46938776	16.32653061	0	5	36	8	0
brr	0	100	0	0	0	14	0	0
bru	2.116402116	94.17989418	3.703703704	0	4	178	7	0
bua	0	100	0	0	0	13	0	0
buc	0	98.1981982	1.801801802	0	0	109	2	0
bud	0	100	0	0	0	9	0	0
bue	0	100	0	0	0	25	0	0
buf	0	86.84210526	13.15789474	0	0	33	5	0
bug	0	100	0	0	0	26	0	0
bui	0	100	0	0	0	71	0	0
buo	0	99.44134078	0.558659218	0	0	356	2	0
bur	0	100	0	0	0	53	0	0
bus	17.64705882	66.66666667	15.68627451	0	9	34	8	0
but	11.11111111	80.24691358	7.407407407	1.234567901	9	65	6	1
buu	0	100	0	0	0	18	0	0
cab	0	100	0	0	0	14	0	0
cac	3.804347826	92.93478261	3.260869565	0	7	171	6	0
cad	1.149425287	86.59003831	12.2605364	0	3	226	32	0
caf	70.76923077	29.23076923	0	0	46	19	0	0
cal	1.992753623	86.5942029	11.41304348	0	11	478	63	0
cam	2.151639344	89.44672131	8.401639344	0	21	873	82	0
can	1.948051948	94.15584416	3.896103896	0	15	725	30	0
cao	0	100	0	0	0	2	0	0
cap	7.018992568	87.20066061	5.780346821	0	85	1056	70	0
car	1.553062985	79.89646247	18.46419327	0.086281277	18	926	214	1
cas	0.441176471	99.55882353	0	0	6	1354	0	0
cat	1.351351351	85.13513514	13.51351351	0	3	189	30	0
cau	1.5625	96.875	1.5625	0	1	62	1	0
cav	6.25	86.875	6.875	0	20	278	22	0
ced	7.407407407	66.66666667	25.92592593	0	2	18	7	0
cel	0.806451613	53.22580645	45.96774194	0	1	66	57	0
cem	0	100	0	0	0	11	0	0
cen	0	83.57894737	16.42105263	0	0	397	78	0
cep	0	100	0	0	0	5	0	0
cer	2.641165756	92.89617486	4.462659381	0	29	1020	49	0
ces	5.223880597	88.80597015	5.970149254	0	7	119	8	0
chi	9.435096154	70.67307692	19.65144231	0.240384615	157	1176	327	4
cia	8.095238095	91.9047619	0	0	17	193	0	0
cib	0.943396226	95.28301887	3.773584906	0	1	101	4	0
cic	0	100	0	0	0	61	0	0
cie	0	100	0	0	0	260	0	0
cif	0	100	0	0	0	25	0	0
cig	0	100	0	0	0	24	0	0
cil	0	100	0	0	0	51	0	0
cim	0	100	0	0	0	69	0	0
cin	2.5	84.16666667	13.33333333	0	6	202	32	0
cio	75	17.04545455	7.954545455	0	198	45	21	0
cip	0	100	0	0	0	21	0	0
cir	0	83.95904437	14.67576792	1.365187713	0	246	43	4
cit	90.52132701	9.004739336	0.473933649	0	382	38	2	0
ciu	0	100	0	0	0	21	0	0
civ	62.31884058	36.23188406	1.449275362	0	43	25	1	0
cla	0	87.2611465	12.7388535	0	0	137	20	0
cli	0	100	0	0	0	72	0	0
clo	0	100	0	0	0	1	0	0
cob	0	100	0	0	0	1	0	0
coc	10.28037383	89.71962617	0	0	11	96	0	0
cod	0.704225352	89.43661972	9.85915493	0	1	127	14	0
cof	0	100	0	0	0	2	0	0
cog	0	42.59259259	57.40740741	0	0	23	31	0
coi	0	40	60	0	0	2	3	0
col	3.233830846	90.87893864	5.306799337	0.580431177	39	1096	64	7
com	3.680699333	89.90108121	6.119162641	0.299056821	160	3908	266	13
con	3.221029248	87.07885968	9.329877823	0.370233247	87	2352	252	10
cop	1.680672269	95.37815126	2.941176471	0	4	227	7	0
cor	0.075642965	89.93948563	9.984871407	0	1	1189	132	0
cos	37.20653789	60.653789	2.139673105	0	1252	2041	72	0
cot	0	100	0	0	0	21	0	0
cov	14.28571429	85.71428571	0	0	1	6	0	0
coz	0	100	0	0	0	1	0	0
cra	0	100	0	0	0	25	0	0
cre	2.941176471	74.67320261	22.38562092	0	18	457	137	0
cri	0	100	0	0	0	64	0	0
cro	3.092783505	73.19587629	23.71134021	0	3	71	23	0
cru	20	80	0	0	7	28	0	0
cub	0	100	0	0	0	23	0	0
cuc	6.363636364	58.63636364	35	0	14	129	77	0
cuf	0	100	0	0	0	5	0	0
cug	0	100	0	0	0	64	0	0
cui	0	100	0	0	0	459	0	0
cul	0	100	0	0	0	60	0	0
cum	0	0	100	0	0	0	5	0
cuo	0	92.72727273	7.272727273	0	0	204	16	0
cup	0	100	0	0	0	9	0	0
cur	21.3836478	76.10062893	2.51572327	0	34	121	4	0
cus	0	100	0	0	0	44	0	0
dad	0	100	0	0	0	32	0	0
dai	0	66.66666667	33.33333333	0	0	4	2	0
dam	0	100	0	0	0	29	0	0
dan	2.222222222	88.88888889	8.888888889	0	2	80	8	0
dap	0	100	0	0	0	40	0	0
dar	6.200317965	81.87599364	11.44674086	0.476947536	39	515	72	3
dat	0	100	0	0	0	52	0	0
dav	0	100	0	0	0	397	0	0
dea	0	100	0	0	0	8	0	0
deb	0	24	76	0	0	12	38	0
dec	1.286173633	73.63344051	25.08038585	0	4	229	78	0
ded	2.380952381	73.80952381	19.04761905	4.761904762	1	31	8	2
def	1.818181818	94.54545455	3.636363636	0	1	52	2	0
deg	0	100	0	0	0	15	0	0
del	0	96.49122807	3.50877193	0	0	110	4	0
dem	0	0	100	0	0	0	12	0
den	1.97044335	80.78817734	17.24137931	0	8	328	70	0
dep	0	40.25974026	49.35064935	10.38961039	0	31	38	8
der	0	88.0952381	11.9047619	0	0	37	5	0
des	0.968523002	83.77723971	13.80145278	1.452784504	4	346	57	6
det	1.492537313	86.56716418	7.462686567	4.47761194	1	58	5	3
dev	0	83.33333333	16.66666667	0	0	5	1	0
dia	0	53.98230088	46.01769912	0	0	61	52	0
dic	1.666666667	98.33333333	0	0	1	59	0	0
did	0	0	100	0	0	0	8	0
die	0	100	0	0	0	274	0	0
dif	7.763975155	53.41614907	38.81987578	0	25	172	125	0
dig	18.91891892	81.08108108	0	0	7	30	0	0
dil	6.25	93.75	0	0	1	15	0	0
dim	8.235294118	80.39215686	10.58823529	0.784313725	21	205	27	2
din	0	86.48648649	13.51351351	0	0	32	5	0
dip	0	73.21428571	26.78571429	0	0	41	15	0
dir	1.580226904	92.46353323	5.95623987	0	39	2282	147	0
dis	0.930232558	86.41860465	12.55813953	0.093023256	10	929	135	1
dit	0	100	0	0	0	105	0	0
div	5.982905983	83.54700855	10.47008547	0	56	782	98	0
dli	0	100	0	0	0	9	0	0
doc	0	92.85714286	7.142857143	0	0	39	3	0
dod	0	0	100	0	0	0	53	0
dol	0.677966102	64.40677966	34.91525424	0	2	190	103	0
dom	10.20881671	66.12529002	23.43387471	0.232018561	44	285	101	1
don	2.23880597	90.67164179	7.089552239	0	6	243	19	0
dop	0	100	0	0	0	812	0	0
dor	4.724409449	85.43307087	9.842519685	0	12	217	25	0
dos	0	100	0	0	0	9	0	0
dot	18.26923077	81.73076923	0	0	19	85	0	0
dov	4.825870647	89.30348259	5.870646766	0	97	1795	118	0
doz	0	100	0	0	0	16	0	0
dra	0	73.07692308	26.92307692	0	0	19	7	0
dri	0	100	0	0	0	34	0	0
dro	0	91.66666667	8.333333333	0	0	11	1	0
dub	2.173913043	89.13043478	8.695652174	0	1	41	4	0
duc	0	100	0	0	0	16	0	0
due	0	100	0	0	0	1109	0	0
dun	0	100	0	0	0	123	0	0
duo	0	100	0	0	0	8	0	0
dur	3.112840467	93.77431907	3.112840467	0	8	241	8	0
ebb	0	100	0	0	0	32	0	0
ebr	0	100	0	0	0	14	0	0
ecc	0	71.81818182	28.18181818	0	0	553	217	0
ecl	0	100	0	0	0	10	0	0
eco	0	69.23076923	30.76923077	0	0	45	20	0
ede	0	0	100	0	0	0	7	0
edi	0	77.19298246	22.80701754	0	0	44	13	0
edu	2.857142857	97.14285714	0	0	1	34	0	0
eff	0	97.64705882	2.352941176	0	0	83	2	0
egi	0	100	0	0	0	23	0	0
egl	0	100	0	0	0	180	0	0
ego	0	100	0	0	0	5	0	0
ehi	1.773049645	98.22695035	0	0	5	277	0	0
ela	0	0	100	0	0	0	8	0
ele	2.244389027	76.80798005	20.94763092	0	9	308	84	0
eli	3.448275862	48.27586207	48.27586207	0	1	14	14	0
elm	0	100	0	0	0	6	0	0
ema	20	60	20	0	1	3	1	0
eme	0	82.45614035	17.54385965	0	0	47	10	0
emi	0	95.65217391	4.347826087	0	0	22	1	0
emo	2.631578947	94.73684211	2.631578947	0	1	36	1	0
enc	0	100	0	0	0	11	0	0
ene	0	88.46153846	11.53846154	0	0	69	9	0
eni	0	100	0	0	0	8	0	0
eno	0	100	0	0	0	85	0	0
ent	12.01814059	80.72562358	7.256235828	0	53	356	32	0
enu	0	100	0	0	0	14	0	0
epi	0	100	0	0	0	15	0	0
epo	0	0	100	0	0	0	37	0
epp	0	100	0	0	0	44	0	0
equ	0	82.89473684	17.10526316	0	0	63	13	0
era	0	100	0	0	0	17	0	0
erb	0	100	0	0	0	158	0	0
ere	0	93.33333333	0	6.666666667	0	14	0	1
erm	0	100	0	0	0	5	0	0
ero	0	100	0	0	0	75	0	0
err	0	100	0	0	0	39	0	0
eru	0	100	0	0	0	7	0	0
esa	1.960784314	96.07843137	1.960784314	0	3	147	3	0
esc	43.38235294	50	6.617647059	0	59	68	9	0
ese	1.734104046	89.01734104	8.670520231	0.578034682	6	308	30	2
esi	4.694835681	61.03286385	34.27230047	0	10	130	73	0
esp	1.067615658	87.90035587	11.03202847	0	3	247	31	0
ess	4.45912469	79.24236168	16.29851363	0	432	7677	1579	0
est	5.423728814	82.71186441	11.86440678	0	16	244	35	0
eta	100	0	0	0	77	0	0	0
ete	0	100	0	0	0	9	0	0
eti	0	100	0	0	0	7	0	0
etr	0	100	0	0	0	48	0	0
ett	0	39.28571429	60.71428571	0	0	11	17	0
eur	0	100	0	0	0	37	0	0
eva	3.333333333	43.33333333	36.66666667	16.66666667	1	13	11	5
eve	0	100	0	0	0	14	0	0
evi	3.370786517	83.14606742	11.23595506	2.247191011	3	74	10	2
evo	0	86.95652174	13.04347826	0	0	20	3	0
evv	0	100	0	0	0	58	0	0
ext	0	100	0	0	0	6	0	0
fab	1.204819277	43.37349398	51.80722892	3.614457831	1	36	43	3
fac	4	54.90909091	40.72727273	0.363636364	11	151	112	1
fag	0	100	0	0	0	11	0	0
fal	13.43283582	86.56716418	0	0	9	58	0	0
FAL	0	100	0	0	0	35	0	0
fam	0	99.7311828	0.268817204	0	0	371	1	0
fan	0	74.11764706	25.88235294	0	0	189	66	0
far	4.361085697	90.1494358	5.458981397	0.030497103	143	2956	179	1
fas	0	86.25	13.75	0	0	69	11	0
fat	0	99.71751412	0.282485876	0	0	353	1	0
fau	0	100	0	0	0	2	0	0
fav	2.395209581	59.88023952	37.7245509	0	4	100	63	0
faz	0	100	0	0	0	26	0	0
feb	0	100	0	0	0	23	0	0
fed	0	94.59459459	5.405405405	0	0	35	2	0
feg	0	0	100	0	0	0	15	0
fel	13.79310345	86.20689655	0	0	24	150	0	0
fem	0	46.51162791	53.48837209	0	0	20	23	0
fen	0	33.33333333	66.66666667	0	0	12	24	0
fer	7.862903226	84.27419355	7.862903226	0	39	418	39	0
fes	0	90.54054054	9.459459459	0	0	134	14	0
fet	0	100	0	0	0	22	0	0
fia	0	92.06349206	7.936507937	0	0	174	15	0
fib	0	100	0	0	0	10	0	0
fic	21.05263158	73.68421053	5.263157895	0	4	14	1	0
fid	2.985074627	89.55223881	7.462686567	0	2	60	5	0
fie	0	97.95918367	2.040816327	0	0	48	1	0
fig	0.27173913	94.83695652	4.891304348	0	1	349	18	0
fil	1.694915254	93.78531073	4.519774011	0	3	166	8	0
fin	7.317073171	89.50480414	3.17812269	0	99	1211	43	0
fio	0	98.6970684	1.302931596	0	0	303	4	0
fir	12.5	79.16666667	8.333333333	0	3	19	2	0
fis	10.55900621	60.86956522	28.57142857	0	17	98	46	0
fit	0	92.59259259	7.407407407	0	0	25	2	0
fiu	0	99.32885906	0.67114094	0	0	148	1	0
fla	0	100	0	0	0	26	0	0
flo	0	100	0	0	0	19	0	0
flu	0	100	0	0	0	1	0	0
foc	0	100	0	0	0	17	0	0
fod	0	0	100	0	0	0	7	0
fog	0	100	0	0	0	250	0	0
fol	0	100	0	0	0	55	0	0
fon	0.431034483	94.39655172	5.172413793	0	1	219	12	0
for	0.469483568	92.37089202	7.159624413	0	8	1574	122	0
fos	0	48.97959184	51.02040816	0	0	24	25	0
fot	0.552486188	85.08287293	14.36464088	0	1	154	26	0
fra	0.500834725	90.31719533	9.18196995	0	3	541	55	0
fre	0.23255814	98.13953488	1.627906977	0	1	422	7	0
fri	0	65.78947368	34.21052632	0	0	25	13	0
fro	0	92.94117647	7.058823529	0	0	79	6	0
fru	0.653594771	95.4248366	3.921568627	0	1	146	6	0
fuc	0	100	0	0	0	11	0	0
fug	11.36363636	79.54545455	9.090909091	0	15	105	12	0
ful	5.882352941	23.52941176	70.58823529	0	1	4	12	0
fum	0	99.33333333	0.666666667	0	0	149	1	0
fun	1.554404145	92.74611399	5.699481865	0	3	179	11	0
fuo	0	100	0	0	0	488	0	0
fur	0	99.21875	0.78125	0	0	127	1	0
fus	0	100	0	0	0	34	0	0
fut	0	100	0	0	0	55	0	0
gab	0	100	0	0	0	77	0	0
gai	0	100	0	0	0	8	0	0
gal	1.863354037	95.65217391	2.48447205	0	3	154	4	0
gam	0	89.6969697	10.3030303	0	0	148	17	0
gar	1.754385965	90.35087719	7.894736842	0	2	103	9	0
gas	0	100	0	0	0	91	0	0
gat	0	100	0	0	0	265	0	0
gel	1	87	12	0	1	87	12	0
gem	0	97.87234043	2.127659574	0	0	46	1	0
gen	0.92449923	85.67026194	13.40523883	0	6	556	87	0
geo	0	45.65217391	54.34782609	0	0	21	25	0
ger	0	100	0	0	0	23	0	0
ges	0	100	0	0	0	43	0	0
get	24.09638554	59.03614458	16.86746988	0	20	49	14	0
ghe	0	100	0	0	0	5	0	0
ghi	0	100	0	0	0	102	0	0
gia	0	99.24433249	0.755667506	0	0	394	3	0
gig	0	100	0	0	0	97	0	0
gin	0	60.86956522	39.13043478	0	0	28	18	0
gio	1.492537313	89.07077516	9.43668753	0	31	1850	196	0
gir	3.236245955	91.58576052	5.177993528	0	10	283	16	0
git	0	100	0	0	0	25	0	0
giu	6.349206349	79.16666667	14.08730159	0.396825397	32	399	71	2
gla	0	100	0	0	0	8	0	0
gli	0	100	0	0	0	19	0	0
glo	0	55.26315789	44.73684211	0	0	21	17	0
gno	0	100	0	0	0	50	0	0
gob	0	100	0	0	0	8	0	0
goc	0	100	0	0	0	63	0	0
god	7.142857143	82.14285714	10.71428571	0	2	23	3	0
gol	0	100	0	0	0	74	0	0
gom	0	52.38095238	47.61904762	0	0	33	30	0
gon	4	88	8	0	2	44	4	0
gor	0	100	0	0	0	9	0	0
got	0	100	0	0	0	2	0	0
gov	0	97.43589744	2.564102564	0	0	38	1	0
gra	1.264298615	95.06321493	3.672486454	0	21	1579	61	0
gre	0	100	0	0	0	104	0	0
gri	24.80916031	68.70229008	6.488549618	0	65	180	17	0
gro	0	100	0	0	0	266	0	0
grr	0	100	0	0	0	52	0	0
gru	0	100	0	0	0	104	0	0
gua	6.723585912	86.01921025	7.04375667	0.213447172	63	806	66	2
gue	0	100	0	0	0	129	0	0
guf	0	100	0	0	0	24	0	0
gui	1.515151515	95.45454545	3.03030303	0	1	63	2	0
gul	0	100	0	0	0	97	0	0
gus	0	96.92307692	3.076923077	0	0	63	2	0
hob	0	100	0	0	0	7	0	0
hom	0	100	0	0	0	1	0	0
hot	100	0	0	0	10	0	0	0
ide	3.937007874	93.30708661	2.755905512	0	10	237	7	0
ido	0	0	100	0	0	0	4	0
idr	0	55	45	0	0	11	9	0
ier	0	100	0	0	0	51	0	0
igi	0	0	100	0	0	0	5	0
ign	7.692307692	84.61538462	7.692307692	0	1	11	1	0
iii	0	100	0	0	0	57	0	0
ill	2.366863905	85.79881657	9.467455621	2.366863905	4	145	16	4
imb	4.210526316	86.31578947	9.473684211	0	4	82	9	0
imi	0	73.91304348	17.39130435	8.695652174	0	17	4	2
imm	0.657894737	58.55263158	40.78947368	0	2	178	124	0
imp	1.881188119	84.75247525	13.36633663	0	19	856	135	0
ina	0	100	0	0	0	11	0	0
inc	6.050420168	66.38655462	27.39495798	0.168067227	36	395	163	1
ind	3.333333333	69.71014493	26.23188406	0.724637681	23	481	181	5
inf	2.5390625	93.75	3.7109375	0	13	480	19	0
ing	2.641509434	94.33962264	3.018867925	0	7	250	8	0
ini	5.714285714	89.14285714	5.142857143	0	10	156	9	0
inn	5.063291139	81.01265823	13.92405063	0	4	64	11	0
ino	1.538461538	92.30769231	6.153846154	0	1	60	4	0
inq	0	95.23809524	4.761904762	0	0	20	1	0
ins	3.898305085	86.94915254	9.152542373	0	23	513	54	0
int	1.111111111	92.77777778	6.018518519	0.092592593	12	1002	65	1
inu	0	8.928571429	91.07142857	0	0	5	51	0
inv	1.73564753	92.65687583	5.607476636	0	13	694	42	0
inz	0	100	0	0	0	3	0	0
ipo	0	0	100	0	0	0	27	0
ipp	0	0	100	0	0	0	8	0
ira	0	100	0	0	0	8	0	0
irr	8.695652174	86.95652174	0	4.347826087	2	20	0	1
isc	3.333333333	60	36.66666667	0	1	18	11	0
iso	0	14.28571429	85.71428571	0	0	21	126	0
isp	0	100	0	0	0	17	0	0
iss	0	72.72727273	27.27272727	0	0	8	3	0
ist	0	100	0	0	0	106	0	0
ita	0	100	0	0	0	86	0	0
iti	0	100	0	0	0	8	0	0
jea	0	100	0	0	0	4	0	0
jun	0	100	0	0	0	8	0	0
lab	0	100	0	0	0	57	0	0
lac	0	10.81081081	89.18918919	0	0	4	33	0
lad	0	100	0	0	0	82	0	0
lag	27.84810127	72.15189873	0	0	44	114	0	0
lam	1.333333333	74.66666667	24	0	2	112	36	0
lan	8.720930233	82.55813953	8.720930233	0	15	142	15	0
lar	0	100	0	0	0	73	0	0
las	20.48681542	64.09736308	15.21298174	0.202839757	101	316	75	1
lat	0	97.37991266	2.620087336	0	0	223	6	0
lav	0.739371534	93.90018484	5.360443623	0	4	508	29	0
lea	0	100	0	0	0	6	0	0
lec	20.83333333	62.5	16.66666667	0	5	15	4	0
leg	0.589970501	80.53097345	18.87905605	0	4	546	128	0
len	0	98.37398374	1.62601626	0	0	121	2	0
leo	0	100	0	0	0	95	0	0
lep	0	100	0	0	0	47	0	0
les	0	100	0	0	0	8	0	0
let	0	61.76470588	38.23529412	0	0	210	130	0
lev	12.32876712	79.45205479	8.219178082	0	9	58	6	0
lez	0	100	0	0	0	60	0	0
lib	9.734513274	61.94690265	27.72861357	0.589970501	33	210	94	2
lic	0	100	0	0	0	23	0	0
lid	0	100	0	0	0	3	0	0
lie	0	100	0	0	0	46	0	0
lim	7.352941176	47.05882353	41.17647059	4.411764706	5	32	28	3
lin	0	64.17910448	35.82089552	0	0	129	72	0
liq	0	5.660377358	94.33962264	0	0	3	50	0
lir	0	100	0	0	0	58	0	0
lis	0	100	0	0	0	76	0	0
lit	0	83.87096774	8.064516129	8.064516129	0	52	5	5
liv	0	100	0	0	0	39	0	0
loc	20.63492063	79.36507937	0	0	13	50	0	0
lod	0	100	0	0	0	10	0	0
log	0	0	100	0	0	0	18	0
lom	0	100	0	0	0	12	0	0
lon	0	98.66071429	1.339285714	0	0	221	3	0
loo	0	100	0	0	0	20	0	0
lor	0	100	0	0	0	866	0	0
lot	0	91.30434783	8.695652174	0	0	63	6	0
luc	0.328947368	81.57894737	17.43421053	0.657894737	1	248	53	2
lug	0	100	0	0	0	32	0	0
lui	0	100	0	0	0	513	0	0
lum	0	98.61111111	1.388888889	0	0	71	1	0
lun	3.628447025	94.19448476	2.177068215	0	25	649	15	0
luo	0	100	0	0	0	128	0	0
lup	0	100	0	0	0	162	0	0
lus	0	100	0	0	0	21	0	0
mac	0	26.08695652	73.91304348	0	0	54	153	0
mad	0	100	0	0	0	169	0	0
mae	11.875	88.125	0	0	19	141	0	0
mag	8.932038835	58.05825243	33.00970874	0	46	299	170	0
mai	0	100	0	0	0	583	0	0
mal	0	98.44720497	1.552795031	0	0	317	5	0
